,tracks,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,url,track_id,uri,track_href,analysis_url,duration_ms,time_signature,artist_url,genres,popularity,track_url,created_year,rank
39,Amazing,Official HIGE DANdism,0.618,0.86,7.0,-5.114,1.0,0.0457,0.00656,0.0,0.357,0.652,133.967,audio_features,https://open.spotify.com/track/5dLOBttnHKhYdQh6uLRpu0,5dLOBttnHKhYdQh6uLRpu0,spotify:track:5dLOBttnHKhYdQh6uLRpu0,https://api.spotify.com/v1/tracks/5dLOBttnHKhYdQh6uLRpu0,https://api.spotify.com/v1/audio-analysis/5dLOBttnHKhYdQh6uLRpu0,231065.0,4.0,https://open.spotify.com/artist/5Vo1hnCRmCM6M4thZCInCj,"['anime', 'anime rock', 'j-pop']",71,https://open.spotify.com/embed/track/5dLOBttnHKhYdQh6uLRpu0,2022,40
40,Bad for Me,Official HIGE DANdism,0.497,0.8,3.0,-3.755,1.0,0.0299,0.0153,0.0,0.253,0.578,167.073,audio_features,https://open.spotify.com/track/3ponIUc0NRnVtK3TfOQxTv,3ponIUc0NRnVtK3TfOQxTv,spotify:track:3ponIUc0NRnVtK3TfOQxTv,https://api.spotify.com/v1/tracks/3ponIUc0NRnVtK3TfOQxTv,https://api.spotify.com/v1/audio-analysis/3ponIUc0NRnVtK3TfOQxTv,235325.0,4.0,https://open.spotify.com/artist/5Vo1hnCRmCM6M4thZCInCj,"['anime', 'anime rock', 'j-pop']",71,https://open.spotify.com/embed/track/3ponIUc0NRnVtK3TfOQxTv,2022,41
41,Vintage,Official HIGE DANdism,0.449,0.819,2.0,-5.169,1.0,0.0513,0.204,0.0,0.289,0.507,180.019,audio_features,https://open.spotify.com/track/0VJjfALZ6SuIQumrTgF3tJ,0VJjfALZ6SuIQumrTgF3tJ,spotify:track:0VJjfALZ6SuIQumrTgF3tJ,https://api.spotify.com/v1/tracks/0VJjfALZ6SuIQumrTgF3tJ,https://api.spotify.com/v1/audio-analysis/0VJjfALZ6SuIQumrTgF3tJ,252566.0,4.0,https://open.spotify.com/artist/5Vo1hnCRmCM6M4thZCInCj,"['anime', 'anime rock', 'j-pop']",71,https://open.spotify.com/embed/track/0VJjfALZ6SuIQumrTgF3tJ,2022,42
42,Pretender,Official HIGE DANdism,0.538,0.869,8.0,-3.464,1.0,0.0275,0.047,0.0,0.14,0.369,91.972,audio_features,https://open.spotify.com/track/49h5Aav6yn1o1ACGyovDdZ,49h5Aav6yn1o1ACGyovDdZ,spotify:track:49h5Aav6yn1o1ACGyovDdZ,https://api.spotify.com/v1/tracks/49h5Aav6yn1o1ACGyovDdZ,https://api.spotify.com/v1/audio-analysis/49h5Aav6yn1o1ACGyovDdZ,326843.0,4.0,https://open.spotify.com/artist/5Vo1hnCRmCM6M4thZCInCj,"['anime', 'anime rock', 'j-pop']",71,https://open.spotify.com/embed/track/49h5Aav6yn1o1ACGyovDdZ,2022,43
43,Prologue,美波,0.347,0.944,2.0,-2.158,1.0,0.0771,0.00113,0.0,0.373,0.433,173.012,audio_features,https://open.spotify.com/track/71DjRXqiEUcTC1vCToaHem,71DjRXqiEUcTC1vCToaHem,spotify:track:71DjRXqiEUcTC1vCToaHem,https://api.spotify.com/v1/tracks/71DjRXqiEUcTC1vCToaHem,https://api.spotify.com/v1/audio-analysis/71DjRXqiEUcTC1vCToaHem,330667.0,4.0,https://open.spotify.com/artist/1KXJUpTiNeMv93LrJbbm7G,['anime'],56,https://open.spotify.com/embed/track/71DjRXqiEUcTC1vCToaHem,2022,44
44,sabotage,Ryokuoushoku Shakai,0.497,0.971,3.0,-0.625,1.0,0.0862,0.0151,0.0,0.139,0.425,161.984,audio_features,https://open.spotify.com/track/4qTL2PHOvU5ktWDKyg74Rl,4qTL2PHOvU5ktWDKyg74Rl,spotify:track:4qTL2PHOvU5ktWDKyg74Rl,https://api.spotify.com/v1/tracks/4qTL2PHOvU5ktWDKyg74Rl,https://api.spotify.com/v1/audio-analysis/4qTL2PHOvU5ktWDKyg74Rl,241280.0,4.0,https://open.spotify.com/artist/4SJ7qRgJYNXB9Yttzs4aSa,['j-pop'],60,https://open.spotify.com/embed/track/4qTL2PHOvU5ktWDKyg74Rl,2022,45
45,シャンパンになりきれない私を,Shiggy Jr.,0.718,0.9,0.0,-2.406,0.0,0.0442,0.155,0.0,0.275,0.889,127.989,audio_features,https://open.spotify.com/track/7zMrbqYjUfVVXdXopDm5fS,7zMrbqYjUfVVXdXopDm5fS,spotify:track:7zMrbqYjUfVVXdXopDm5fS,https://api.spotify.com/v1/tracks/7zMrbqYjUfVVXdXopDm5fS,https://api.spotify.com/v1/audio-analysis/7zMrbqYjUfVVXdXopDm5fS,253067.0,4.0,https://open.spotify.com/artist/3jwKAvUYZUeARRBlFUWkzj,[],36,https://open.spotify.com/embed/track/7zMrbqYjUfVVXdXopDm5fS,2022,46
46,NEW,The Winking Owl,0.512,0.966,9.0,-1.976,1.0,0.128,0.0143,0.0,0.151,0.328,158.063,audio_features,https://open.spotify.com/track/0kR7I9xUOsTUcMBNdDnNxY,0kR7I9xUOsTUcMBNdDnNxY,spotify:track:0kR7I9xUOsTUcMBNdDnNxY,https://api.spotify.com/v1/tracks/0kR7I9xUOsTUcMBNdDnNxY,https://api.spotify.com/v1/audio-analysis/0kR7I9xUOsTUcMBNdDnNxY,235767.0,4.0,https://open.spotify.com/artist/08aT4nW2iKh4WRoYojWmDE,"['anime rock', 'idol rock', 'j-pixie', 'j-poprock', 'japanese alternative rock', 'japanese emo', 'japanese pop punk']",33,https://open.spotify.com/embed/track/0kR7I9xUOsTUcMBNdDnNxY,2022,47
47,Try,The Winking Owl,0.537,0.973,9.0,-1.598,1.0,0.159,0.0119,1.27e-06,0.255,0.506,145.991,audio_features,https://open.spotify.com/track/50sco82I5hWBzGA3RGSny8,50sco82I5hWBzGA3RGSny8,spotify:track:50sco82I5hWBzGA3RGSny8,https://api.spotify.com/v1/tracks/50sco82I5hWBzGA3RGSny8,https://api.spotify.com/v1/audio-analysis/50sco82I5hWBzGA3RGSny8,204933.0,4.0,https://open.spotify.com/artist/08aT4nW2iKh4WRoYojWmDE,"['anime rock', 'idol rock', 'j-pixie', 'j-poprock', 'japanese alternative rock', 'japanese emo', 'japanese pop punk']",33,https://open.spotify.com/embed/track/50sco82I5hWBzGA3RGSny8,2022,48
48,僕らを待つ場所,AI,0.611,0.29,11.0,-9.817,1.0,0.0315,0.713,0.0,0.0595,0.436,135.974,audio_features,https://open.spotify.com/track/44yrir7dnVES7WHwQsZCXd,44yrir7dnVES7WHwQsZCXd,spotify:track:44yrir7dnVES7WHwQsZCXd,https://api.spotify.com/v1/tracks/44yrir7dnVES7WHwQsZCXd,https://api.spotify.com/v1/audio-analysis/44yrir7dnVES7WHwQsZCXd,303800.0,4.0,https://open.spotify.com/artist/0aD7NQx7yauKlVDnqOxk6q,['j-pop'],51,https://open.spotify.com/embed/track/44yrir7dnVES7WHwQsZCXd,2022,49
49,ALONE,神崎エルザ,0.556,0.847,4.0,-3.939,1.0,0.0543,0.0538,0.0,0.252,0.453,98.09,audio_features,https://open.spotify.com/track/08EaMQ9Ro0NavqaBpdfJDk,08EaMQ9Ro0NavqaBpdfJDk,spotify:track:08EaMQ9Ro0NavqaBpdfJDk,https://api.spotify.com/v1/tracks/08EaMQ9Ro0NavqaBpdfJDk,https://api.spotify.com/v1/audio-analysis/08EaMQ9Ro0NavqaBpdfJDk,301253.0,4.0,https://open.spotify.com/artist/3EzK2WRDfjAtTAVRHW8HWR,"['anime', 'j-pixie']",37,https://open.spotify.com/embed/track/08EaMQ9Ro0NavqaBpdfJDk,2022,50
50,Traffic Jam,SPiCYSOL,0.708,0.832,0.0,-4.242,0.0,0.0703,0.0304,0.0,0.277,0.76,121.022,audio_features,https://open.spotify.com/track/5nwb3UKxWWDTYgvbnLCCgU,5nwb3UKxWWDTYgvbnLCCgU,spotify:track:5nwb3UKxWWDTYgvbnLCCgU,https://api.spotify.com/v1/tracks/5nwb3UKxWWDTYgvbnLCCgU,https://api.spotify.com/v1/audio-analysis/5nwb3UKxWWDTYgvbnLCCgU,221500.0,4.0,https://open.spotify.com/artist/19C24gEiJyfC8b2IhuupfA,"['city pop', 'j-pop', 'japanese r&b']",44,https://open.spotify.com/embed/track/5nwb3UKxWWDTYgvbnLCCgU,2022,51
51,IMPULSE,Club2Tokyo,0.584,0.884,11.0,-4.889,0.0,0.131,0.16,6.92e-06,0.428,0.91,127.669,audio_features,https://open.spotify.com/track/1s7jkGefS6JqmCV4LghUtz,1s7jkGefS6JqmCV4LghUtz,spotify:track:1s7jkGefS6JqmCV4LghUtz,https://api.spotify.com/v1/tracks/1s7jkGefS6JqmCV4LghUtz,https://api.spotify.com/v1/audio-analysis/1s7jkGefS6JqmCV4LghUtz,203375.0,4.0,https://open.spotify.com/artist/0kNg0VrSwtPYqZPhyBNf8l,['kawaii edm'],22,https://open.spotify.com/embed/track/1s7jkGefS6JqmCV4LghUtz,2022,52
52,1LDK,Reol,0.672,0.914,2.0,-3.982,0.0,0.0295,0.000565,0.000654,0.0957,0.421,112.018,audio_features,https://open.spotify.com/track/27MVvs7ErNpl81dkwwNS5i,27MVvs7ErNpl81dkwwNS5i,spotify:track:27MVvs7ErNpl81dkwwNS5i,https://api.spotify.com/v1/tracks/27MVvs7ErNpl81dkwwNS5i,https://api.spotify.com/v1/audio-analysis/27MVvs7ErNpl81dkwwNS5i,234533.0,4.0,https://open.spotify.com/artist/7rpKUJ0AnklJ8q9nIPVSpZ,"['anime rock', 'japanese electropop']",57,https://open.spotify.com/embed/track/27MVvs7ErNpl81dkwwNS5i,2022,53
53,夜桜,SEKAI NO OWARI,0.642,0.329,2.0,-10.778,0.0,0.0269,0.786,2.04e-05,0.124,0.331,109.438,audio_features,https://open.spotify.com/track/5rUnfSw7X5IaslBqm7IveV,5rUnfSw7X5IaslBqm7IveV,spotify:track:5rUnfSw7X5IaslBqm7IveV,https://api.spotify.com/v1/tracks/5rUnfSw7X5IaslBqm7IveV,https://api.spotify.com/v1/audio-analysis/5rUnfSw7X5IaslBqm7IveV,230096.0,4.0,https://open.spotify.com/artist/7HwzlRPa9Ad0I8rK0FPzzK,"['anime', 'j-pop']",64,https://open.spotify.com/embed/track/5rUnfSw7X5IaslBqm7IveV,2022,54
54,YOKOHAMA blues,SEKAI NO OWARI,0.736,0.8,6.0,-5.493,0.0,0.0425,0.188,3.4e-06,0.282,0.791,95.055,audio_features,https://open.spotify.com/track/4rCulqb4ESDihQsfcjI3qo,4rCulqb4ESDihQsfcjI3qo,spotify:track:4rCulqb4ESDihQsfcjI3qo,https://api.spotify.com/v1/tracks/4rCulqb4ESDihQsfcjI3qo,https://api.spotify.com/v1/audio-analysis/4rCulqb4ESDihQsfcjI3qo,292515.0,4.0,https://open.spotify.com/artist/7HwzlRPa9Ad0I8rK0FPzzK,"['anime', 'j-pop']",64,https://open.spotify.com/embed/track/4rCulqb4ESDihQsfcjI3qo,2022,55
55,Mr.Heartache,SEKAI NO OWARI,0.563,0.755,1.0,-6.349,1.0,0.0586,0.0484,2.42e-06,0.245,0.486,128.052,audio_features,https://open.spotify.com/track/2v0KcIpe8Fum84c7CMTMzE,2v0KcIpe8Fum84c7CMTMzE,spotify:track:2v0KcIpe8Fum84c7CMTMzE,https://api.spotify.com/v1/tracks/2v0KcIpe8Fum84c7CMTMzE,https://api.spotify.com/v1/audio-analysis/2v0KcIpe8Fum84c7CMTMzE,309355.0,4.0,https://open.spotify.com/artist/7HwzlRPa9Ad0I8rK0FPzzK,"['anime', 'j-pop']",64,https://open.spotify.com/embed/track/2v0KcIpe8Fum84c7CMTMzE,2022,56
56,Nemurihime,SEKAI NO OWARI,0.342,0.817,10.0,-5.213,1.0,0.0488,0.186,0.0,0.104,0.398,97.465,audio_features,https://open.spotify.com/track/0eOnoSM8TF0CoJc6fF8rVP,0eOnoSM8TF0CoJc6fF8rVP,spotify:track:0eOnoSM8TF0CoJc6fF8rVP,https://api.spotify.com/v1/tracks/0eOnoSM8TF0CoJc6fF8rVP,https://api.spotify.com/v1/audio-analysis/0eOnoSM8TF0CoJc6fF8rVP,331240.0,4.0,https://open.spotify.com/artist/7HwzlRPa9Ad0I8rK0FPzzK,"['anime', 'j-pop']",64,https://open.spotify.com/embed/track/0eOnoSM8TF0CoJc6fF8rVP,2022,57
57,RPG,SEKAI NO OWARI,0.492,0.937,4.0,-3.496,1.0,0.0554,0.0257,0.0164,0.185,0.458,134.978,audio_features,https://open.spotify.com/track/5eTHocLVvzM8BC5Mfbpbgs,5eTHocLVvzM8BC5Mfbpbgs,spotify:track:5eTHocLVvzM8BC5Mfbpbgs,https://api.spotify.com/v1/tracks/5eTHocLVvzM8BC5Mfbpbgs,https://api.spotify.com/v1/audio-analysis/5eTHocLVvzM8BC5Mfbpbgs,291347.0,4.0,https://open.spotify.com/artist/7HwzlRPa9Ad0I8rK0FPzzK,"['anime', 'j-pop']",64,https://open.spotify.com/embed/track/5eTHocLVvzM8BC5Mfbpbgs,2022,58
58,RAIN,SEKAI NO OWARI,0.527,0.741,8.0,-3.855,1.0,0.027,0.206,1.16e-06,0.299,0.5,97.938,audio_features,https://open.spotify.com/track/3kXV5d6PXZvNxs3SQ02yWD,3kXV5d6PXZvNxs3SQ02yWD,spotify:track:3kXV5d6PXZvNxs3SQ02yWD,https://api.spotify.com/v1/tracks/3kXV5d6PXZvNxs3SQ02yWD,https://api.spotify.com/v1/audio-analysis/3kXV5d6PXZvNxs3SQ02yWD,310293.0,4.0,https://open.spotify.com/artist/7HwzlRPa9Ad0I8rK0FPzzK,"['anime', 'j-pop']",64,https://open.spotify.com/embed/track/3kXV5d6PXZvNxs3SQ02yWD,2022,59
59,Illumination,SEKAI NO OWARI,0.427,0.656,10.0,-4.504,1.0,0.0302,0.0299,0.0,0.0658,0.376,146.923,audio_features,https://open.spotify.com/track/1qNskrrkQNbWMHrUc1EuqI,1qNskrrkQNbWMHrUc1EuqI,spotify:track:1qNskrrkQNbWMHrUc1EuqI,https://api.spotify.com/v1/tracks/1qNskrrkQNbWMHrUc1EuqI,https://api.spotify.com/v1/audio-analysis/1qNskrrkQNbWMHrUc1EuqI,266181.0,3.0,https://open.spotify.com/artist/7HwzlRPa9Ad0I8rK0FPzzK,"['anime', 'j-pop']",64,https://open.spotify.com/embed/track/1qNskrrkQNbWMHrUc1EuqI,2022,60
60,雨夜の月,The Floor,0.291,0.882,11.0,-1.682,1.0,0.0544,0.0013,0.0,0.0883,0.633,78.56,audio_features,https://open.spotify.com/track/7vESXueNhDyXpmLuzOHLhQ,7vESXueNhDyXpmLuzOHLhQ,spotify:track:7vESXueNhDyXpmLuzOHLhQ,https://api.spotify.com/v1/tracks/7vESXueNhDyXpmLuzOHLhQ,https://api.spotify.com/v1/audio-analysis/7vESXueNhDyXpmLuzOHLhQ,211853.0,4.0,https://open.spotify.com/artist/69NGRfflT3C1S16dwL9rrn,"['hokkaido indie', 'japanese alternative rock']",27,https://open.spotify.com/embed/track/7vESXueNhDyXpmLuzOHLhQ,2022,61
61,Shadow,The Floor,0.502,0.908,3.0,-1.759,1.0,0.0532,0.000359,2.78e-06,0.0633,0.638,126.968,audio_features,https://open.spotify.com/track/59pses2U754KBWlijuWSpL,59pses2U754KBWlijuWSpL,spotify:track:59pses2U754KBWlijuWSpL,https://api.spotify.com/v1/tracks/59pses2U754KBWlijuWSpL,https://api.spotify.com/v1/audio-analysis/59pses2U754KBWlijuWSpL,251080.0,4.0,https://open.spotify.com/artist/69NGRfflT3C1S16dwL9rrn,"['hokkaido indie', 'japanese alternative rock']",27,https://open.spotify.com/embed/track/59pses2U754KBWlijuWSpL,2022,62
62,どろん,King Gnu,0.579,0.945,8.0,-1.669,1.0,0.0474,0.303,0.0,0.318,0.576,120.057,audio_features,https://open.spotify.com/track/2JY4tbfUERXveQxv6wTFFv,2JY4tbfUERXveQxv6wTFFv,spotify:track:2JY4tbfUERXveQxv6wTFFv,https://api.spotify.com/v1/tracks/2JY4tbfUERXveQxv6wTFFv,https://api.spotify.com/v1/audio-analysis/2JY4tbfUERXveQxv6wTFFv,182853.0,4.0,https://open.spotify.com/artist/6wxfx1yhyqjCPYwwxJktR2,['j-pop'],68,https://open.spotify.com/embed/track/2JY4tbfUERXveQxv6wTFFv,2022,63
63,Teenager Forever,King Gnu,0.498,0.92,0.0,-3.546,1.0,0.109,0.0676,0.0,0.342,0.702,114.901,audio_features,https://open.spotify.com/track/1jtBcfrVYDtykjyM66hroR,1jtBcfrVYDtykjyM66hroR,spotify:track:1jtBcfrVYDtykjyM66hroR,https://api.spotify.com/v1/tracks/1jtBcfrVYDtykjyM66hroR,https://api.spotify.com/v1/audio-analysis/1jtBcfrVYDtykjyM66hroR,189080.0,4.0,https://open.spotify.com/artist/6wxfx1yhyqjCPYwwxJktR2,['j-pop'],68,https://open.spotify.com/embed/track/1jtBcfrVYDtykjyM66hroR,2022,64
64,ユーモア,King Gnu,0.729,0.731,10.0,-6.325,0.0,0.0911,0.805,4.6e-05,0.242,0.737,105.06,audio_features,https://open.spotify.com/track/0q5UAd2D2ZC8lGZcKXdyEg,0q5UAd2D2ZC8lGZcKXdyEg,spotify:track:0q5UAd2D2ZC8lGZcKXdyEg,https://api.spotify.com/v1/tracks/0q5UAd2D2ZC8lGZcKXdyEg,https://api.spotify.com/v1/audio-analysis/0q5UAd2D2ZC8lGZcKXdyEg,207427.0,4.0,https://open.spotify.com/artist/6wxfx1yhyqjCPYwwxJktR2,['j-pop'],68,https://open.spotify.com/embed/track/0q5UAd2D2ZC8lGZcKXdyEg,2022,65
65,Overflow,King Gnu,0.729,0.896,1.0,-5.378,1.0,0.074,0.183,0.0,0.336,0.848,120.038,audio_features,https://open.spotify.com/track/0oWEKdOaSIKqI5uzxvXs1u,0oWEKdOaSIKqI5uzxvXs1u,spotify:track:0oWEKdOaSIKqI5uzxvXs1u,https://api.spotify.com/v1/tracks/0oWEKdOaSIKqI5uzxvXs1u,https://api.spotify.com/v1/audio-analysis/0oWEKdOaSIKqI5uzxvXs1u,201427.0,4.0,https://open.spotify.com/artist/6wxfx1yhyqjCPYwwxJktR2,['j-pop'],68,https://open.spotify.com/embed/track/0oWEKdOaSIKqI5uzxvXs1u,2022,66
66,飛行艇,King Gnu,0.475,0.841,1.0,-2.94,1.0,0.0446,0.0711,0.0,0.358,0.469,79.93,audio_features,https://open.spotify.com/track/6Ea33AvEANARkK2QduzhRm,6Ea33AvEANARkK2QduzhRm,spotify:track:6Ea33AvEANARkK2QduzhRm,https://api.spotify.com/v1/tracks/6Ea33AvEANARkK2QduzhRm,https://api.spotify.com/v1/audio-analysis/6Ea33AvEANARkK2QduzhRm,260893.0,4.0,https://open.spotify.com/artist/6wxfx1yhyqjCPYwwxJktR2,['j-pop'],68,https://open.spotify.com/embed/track/6Ea33AvEANARkK2QduzhRm,2022,67
67,Teenager,mol-74,0.592,0.822,2.0,-6.002,1.0,0.0311,0.0428,0.0,0.0611,0.612,125.998,audio_features,https://open.spotify.com/track/3Wd77Otk0TehAnlvKaDAaG,3Wd77Otk0TehAnlvKaDAaG,spotify:track:3Wd77Otk0TehAnlvKaDAaG,https://api.spotify.com/v1/tracks/3Wd77Otk0TehAnlvKaDAaG,https://api.spotify.com/v1/audio-analysis/3Wd77Otk0TehAnlvKaDAaG,279507.0,4.0,https://open.spotify.com/artist/7sVShwPweG5PNLgVPdWlbx,['japanese alternative rock'],39,https://open.spotify.com/embed/track/3Wd77Otk0TehAnlvKaDAaG,2022,68
68,ODD FUTURE,UVERworld,0.694,0.795,0.0,-4.649,0.0,0.0924,0.015,0.0,0.114,0.556,128.036,audio_features,https://open.spotify.com/track/0yy8QwH9OOgeF3CBeUDguR,0yy8QwH9OOgeF3CBeUDguR,spotify:track:0yy8QwH9OOgeF3CBeUDguR,https://api.spotify.com/v1/tracks/0yy8QwH9OOgeF3CBeUDguR,https://api.spotify.com/v1/audio-analysis/0yy8QwH9OOgeF3CBeUDguR,225907.0,4.0,https://open.spotify.com/artist/6m14xgA0m3w92UM7ujJgky,"['anime', 'j-pop', 'j-poprock', 'j-rock']",59,https://open.spotify.com/embed/track/0yy8QwH9OOgeF3CBeUDguR,2022,69
69,Don't you think (feat.ロザリーナ),THE ORAL CIGARETTES,0.485,0.838,7.0,-4.391,1.0,0.0278,0.0395,0.0,0.0809,0.606,90.009,audio_features,https://open.spotify.com/track/5JbDjrUQjHtJddQ8Ze7PLg,5JbDjrUQjHtJddQ8Ze7PLg,spotify:track:5JbDjrUQjHtJddQ8Ze7PLg,https://api.spotify.com/v1/tracks/5JbDjrUQjHtJddQ8Ze7PLg,https://api.spotify.com/v1/audio-analysis/5JbDjrUQjHtJddQ8Ze7PLg,258815.0,4.0,https://open.spotify.com/artist/4rqJz9fE9prZvQd8WsQv6q,"['anime', 'j-poprock', 'j-rock', 'japanese indie rock']",58,https://open.spotify.com/embed/track/5JbDjrUQjHtJddQ8Ze7PLg,2022,70
70,Shine Holder,THE ORAL CIGARETTES,0.624,0.933,7.0,-3.153,1.0,0.0648,0.00253,0.0,0.0833,0.847,134.981,audio_features,https://open.spotify.com/track/1CiHjA3EVaYCVJ3oXURHvk,1CiHjA3EVaYCVJ3oXURHvk,spotify:track:1CiHjA3EVaYCVJ3oXURHvk,https://api.spotify.com/v1/tracks/1CiHjA3EVaYCVJ3oXURHvk,https://api.spotify.com/v1/audio-analysis/1CiHjA3EVaYCVJ3oXURHvk,229667.0,4.0,https://open.spotify.com/artist/4rqJz9fE9prZvQd8WsQv6q,"['anime', 'j-poprock', 'j-rock', 'japanese indie rock']",58,https://open.spotify.com/embed/track/1CiHjA3EVaYCVJ3oXURHvk,2022,71
71,VISION,frederic,0.706,0.87,11.0,-5.684,1.0,0.0406,5.17e-05,1.39e-05,0.227,0.808,134.013,audio_features,https://open.spotify.com/track/7keXn03cJGLEIRYq4zy95T,7keXn03cJGLEIRYq4zy95T,spotify:track:7keXn03cJGLEIRYq4zy95T,https://api.spotify.com/v1/tracks/7keXn03cJGLEIRYq4zy95T,https://api.spotify.com/v1/audio-analysis/7keXn03cJGLEIRYq4zy95T,251726.0,4.0,https://open.spotify.com/artist/3srPc1Mytv5GmTWqsQuoXW,"['j-poprock', 'j-rock']",50,https://open.spotify.com/embed/track/7keXn03cJGLEIRYq4zy95T,2022,72
72,Carry On - Japanese Ver.,yukaDD(;´∀｀),0.464,0.706,2.0,-4.253,0.0,0.0413,0.522,0.0,0.192,0.54,157.751,audio_features,https://open.spotify.com/track/6Icz87T7xRMjyB1anHMrnv,6Icz87T7xRMjyB1anHMrnv,spotify:track:6Icz87T7xRMjyB1anHMrnv,https://api.spotify.com/v1/tracks/6Icz87T7xRMjyB1anHMrnv,https://api.spotify.com/v1/audio-analysis/6Icz87T7xRMjyB1anHMrnv,218169.0,4.0,https://open.spotify.com/artist/5AfbFgeqRYOGZbu3lYtZLe,[],26,https://open.spotify.com/embed/track/6Icz87T7xRMjyB1anHMrnv,2022,73
73,デタラメ,あさぎーにょ,0.775,0.66,6.0,-4.371,0.0,0.0321,0.394,0.0,0.283,0.762,125.041,audio_features,https://open.spotify.com/track/6JvTALsRTxrbSjYtn5wV5h,6JvTALsRTxrbSjYtn5wV5h,spotify:track:6JvTALsRTxrbSjYtn5wV5h,https://api.spotify.com/v1/tracks/6JvTALsRTxrbSjYtn5wV5h,https://api.spotify.com/v1/audio-analysis/6JvTALsRTxrbSjYtn5wV5h,228480.0,4.0,https://open.spotify.com/artist/3RsHrUY6HZUxOdd0xLafyF,[],24,https://open.spotify.com/embed/track/6JvTALsRTxrbSjYtn5wV5h,2022,74
74,Now's the time(New Feeling),the chef cooks me,0.631,0.645,2.0,-5.339,1.0,0.0586,0.0843,0.0,0.134,0.62,87.996,audio_features,https://open.spotify.com/track/7D4x5MuJjfbglXbUPVEqk5,7D4x5MuJjfbglXbUPVEqk5,spotify:track:7D4x5MuJjfbglXbUPVEqk5,https://api.spotify.com/v1/tracks/7D4x5MuJjfbglXbUPVEqk5,https://api.spotify.com/v1/audio-analysis/7D4x5MuJjfbglXbUPVEqk5,269360.0,4.0,https://open.spotify.com/artist/7rHuV593nUs88Tx4NJMimt,"['j-indie', 'japanese alternative rock', 'japanese indie rock']",25,https://open.spotify.com/embed/track/7D4x5MuJjfbglXbUPVEqk5,2022,75
75,光線,Ghost like girlfriend,0.636,0.744,0.0,-3.799,1.0,0.0291,0.101,0.0,0.0912,0.486,133.994,audio_features,https://open.spotify.com/track/6EfsZW2pPBBDkiBMTGglEi,6EfsZW2pPBBDkiBMTGglEi,spotify:track:6EfsZW2pPBBDkiBMTGglEi,https://api.spotify.com/v1/tracks/6EfsZW2pPBBDkiBMTGglEi,https://api.spotify.com/v1/audio-analysis/6EfsZW2pPBBDkiBMTGglEi,208333.0,4.0,https://open.spotify.com/artist/0FXJ7e5WRLaSMZvKhZDZx2,"['japanese alternative rock', 'japanese electropop', 'japanese indie pop', 'japanese singer-songwriter', 'japanese soul']",29,https://open.spotify.com/embed/track/6EfsZW2pPBBDkiBMTGglEi,2022,76
76,どうせなら雨が良かった,DADARAY,0.618,0.871,6.0,-2.471,0.0,0.0336,0.0437,0.000418,0.306,0.701,140.019,audio_features,https://open.spotify.com/track/04aZ00TLGBv6ieHLbtQEOB,04aZ00TLGBv6ieHLbtQEOB,spotify:track:04aZ00TLGBv6ieHLbtQEOB,https://api.spotify.com/v1/tracks/04aZ00TLGBv6ieHLbtQEOB,https://api.spotify.com/v1/audio-analysis/04aZ00TLGBv6ieHLbtQEOB,232933.0,4.0,https://open.spotify.com/artist/5YVpCleE4Ysa6YRa66nzIN,"['city pop', 'j-pixie']",33,https://open.spotify.com/embed/track/04aZ00TLGBv6ieHLbtQEOB,2022,77
77,白く塗りつぶせ,琴音,0.577,0.608,8.0,-5.573,1.0,0.0484,0.0247,0.0,0.278,0.529,185.982,audio_features,https://open.spotify.com/track/32L14FL3P4WZ4jvdcJnTcq,32L14FL3P4WZ4jvdcJnTcq,spotify:track:32L14FL3P4WZ4jvdcJnTcq,https://api.spotify.com/v1/tracks/32L14FL3P4WZ4jvdcJnTcq,https://api.spotify.com/v1/audio-analysis/32L14FL3P4WZ4jvdcJnTcq,177452.0,4.0,https://open.spotify.com/artist/0vmDmyY6q6ALXjlONSf7kO,[],26,https://open.spotify.com/embed/track/32L14FL3P4WZ4jvdcJnTcq,2022,78
78,まだ見ぬ今日が 未知なる明日が,琴音,0.662,0.672,1.0,-6.73,0.0,0.0264,0.0549,0.0,0.27,0.784,146.977,audio_features,https://open.spotify.com/track/23huuSJab3kHnfSxpoBLJB,23huuSJab3kHnfSxpoBLJB,spotify:track:23huuSJab3kHnfSxpoBLJB,https://api.spotify.com/v1/tracks/23huuSJab3kHnfSxpoBLJB,https://api.spotify.com/v1/audio-analysis/23huuSJab3kHnfSxpoBLJB,188341.0,4.0,https://open.spotify.com/artist/0vmDmyY6q6ALXjlONSf7kO,[],26,https://open.spotify.com/embed/track/23huuSJab3kHnfSxpoBLJB,2022,79
79,ここにいる,Aiobahn,0.722,0.888,6.0,-3.935,0.0,0.0463,0.0949,6.41e-06,0.583,0.494,125.957,audio_features,https://open.spotify.com/track/5V2YUEGpeBT5OeZO8XfN58,5V2YUEGpeBT5OeZO8XfN58,spotify:track:5V2YUEGpeBT5OeZO8XfN58,https://api.spotify.com/v1/tracks/5V2YUEGpeBT5OeZO8XfN58,https://api.spotify.com/v1/audio-analysis/5V2YUEGpeBT5OeZO8XfN58,249524.0,4.0,https://open.spotify.com/artist/3AMFQZ3Tt549kShRG2IBYT,"['future bass', 'kawaii future bass']",45,https://open.spotify.com/embed/track/5V2YUEGpeBT5OeZO8XfN58,2022,80
